Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
24,277156.22930108564,2010-11-19 16:44:41,0.0008838032954372466,3.3695030212402344,23.729741518120868,23.749749565426384,94.72144243465868,86.6559234097504,0.09328334033489227,0,0,7999.872931190115,3176.5078731668164,4.200138568878174
25,288688.7043620651,2010-11-19 19:56:55,0.0003419754502829164,3.371931314468384,24.69906678951701,24.71790909492964,98.60301972599295,90.16591709165246,0.09481984376907349,0,0,8002.10649887553,3170.2888578166203,4.200138568878174
26,300170.44978467067,2010-11-19 23:08:18,0.0008838032954372466,3.3228800296783447,25.66937025977271,25.69678726509693,102.48893989130134,93.73445509564515,0.09383972734212875,0,0,7916.642593152037,3204.996783880152,4.200300693511963
27,311647.22450075083,2010-11-20 02:19:36,0.0005225847125984728,3.3152713775634766,26.64923389090098,26.67816597261196,106.40178802390646,97.31660089515093,0.09076771885156631,0,0,7903.610350419092,3213.054508892388,4.200138568878174
28,323118.2358753548,2010-11-20 05:30:48,0.0005225847125984728,3.3120336532592773,27.630855213736123,27.660473481959883,110.31983152497902,100.90393324690882,0.0923885703086853,0,0,7894.861056903078,3216.029302336041,4.200138568878174
29,331911.3823106925,2010-11-20 07:57:22,0.0007031940040178597,3.2981114387512207,28.48722317955088,28.52165097299319,113.71062996422316,104.02157276141996,0.09563027322292328,0,0,5613.617650729053,2819.4557110278947,4.200138568878174
30,343420.4538104091,2010-11-20 11:09:12,0.0008838032954372466,3.309605360031128,29.47386589864656,29.504142282285823,117.64709495855767,107.61138319381249,0.0923885703086853,0,0,7932.5326265769245,3216.5011912158834,4.200138568878174
31,354882.207249229,2010-11-20 14:20:15,0.0007031940040178597,3.3063676357269287,30.456979380675183,30.487305580287064,121.5691169201638,111.20487095869764,0.0925559401512146,0,0,7882.677541737678,3218.953476736284,4.200138568878174
32,366330.50992667576,2010-11-20 17:31:05,0.0007031940040178597,3.304910659790039,31.440648361771064,31.470991511629997,125.49224035086309,114.8017275492261,0.09456335008144379,0,0,7867.853310264553,3220.378505969541,4.200138568878174
33,377772.65442352067,2010-11-20 20:41:48,0.0001613661734154448,3.3041012287139893,32.42457452541307,32.45469914315822,129.4157287677843,118.39923588509912,0.09230511635541916,0,0,7861.417199923302,3220.6288414257524,4.200138568878174
34,389210.0744514242,2010-11-20 23:52:27,0.0003419754502829164,3.306043863296509,33.40852721832537,33.43794716448501,133.33901823686713,121.99514630313328,0.0931989923119545,0,0,7858.434602848744,3218.8795457745982,4.200138568878174
35,400649.545200733,2010-11-21 03:03:07,0.0003419754502829164,3.309281587600708,34.39128361701991,34.41968767762795,137.25846698269012,125.58356636448364,0.09456335008144379,0,0,7865.199035894875,3214.1764739384425,4.200138568878174
36,412082.73015016015,2010-11-21 06:13:42,0.0007031940040178597,3.310091018676758,35.37302349800556,35.40083067956602,141.17433774687467,129.16965200490938,0.09383972734212875,0,0,7860.902370855472,3212.2385167366774,4.200138568878174
37,423510.2853537147,2010-11-21 09:24:10,0.0010644125286489725,3.3112242221832275,36.354178185766095,36.38139161203022,145.08797836785044,132.7534975856406,0.09311480820178986,0,0,7857.183140612282,3210.3299862601807,4.200138568878174
38,434931.30992243584,2010-11-21 12:34:33,0.0007031940040178597,3.3117098808288574,37.3347161015688,37.36135073718026,148.99927302999322,136.33484398364445,0.09311480820178986,0,0,7852.853332977044,3208.1449957246004,4.200138568878174
39,446344.44093027496,2010-11-21 15:44:47,0.0010644125286489725,3.3112242221832275,38.31479645229387,38.341165202160845,152.90875169374658,139.91627706371207,0.09247218072414398,0,0,7845.4027260743105,3207.6606681375206,4.200138568878174
40,457754.3636868393,2010-11-21 18:54:58,0.0001613661734154448,3.3107385635375977,39.29472038783432,39.32071551362446,156.81736805718867,143.4969603826425,0.09311480820178986,0,0,7842.840706913929,3206.9707212703815,4.200138568878174
41,469157.7461960335,2010-11-21 22:05:03,0.0007031940040178597,3.3109004497528076,40.27431672945057,40.29994810110593,160.72451663136536,147.07660056359543,0.09247218072414398,0,0,7837.467730371478,3205.8019326632384,4.200138568878174
42,480557.46445641306,2010-11-22 01:15:03,0.0007031940040178597,3.3113861083984375,41.25369502391365,41.27876294250013,164.63078793359952,150.65494048312337,0.09166102111339569,0,0,7835.404820917616,3204.208505959583,4.200138568878174
43,491954.5088948038,2010-11-22 04:25:02,0.0001613661734154448,3.3117098808288574,42.232653001041825,42.25721744464151,168.53528244223642,154.23199797618042,0.09311480820178986,0,0,7833.562247479864,3203.427223928886,4.200138568878174
44,503411.2502747878,2010-11-22 07:36:00,0.0007031940040178597,3.3803493976593018,43.20725663853481,43.217994748094355,172.42571306820008,157.7197030470835,0.09626661986112595,0,0,7950.529251888789,3146.0887823823023,4.200138568878174
45,514836.6990692321,2010-11-22 10:46:26,0.0012450218200683594,3.3764641284942627,44.166820613438766,44.17676609635451,176.26888311834932,161.1975392967516,0.09554389119148254,0,0,7925.720535130853,3139.6191689924717,4.200300693511963
46,526258.5497466292,2010-11-22 13:56:49,0.0007031940040178597,3.404956102371216,45.12566817901408,45.12907781192944,180.10916718251727,164.64458677778617,0.09716327488422394,0,0,7943.404672883086,3118.3532595514134,4.200300693511963
47,537625.2180305375,2010-11-22 17:06:17,0.0005225847125984728,3.4023659229278564,46.07748271357836,46.08042369240336,183.92441295475987,168.08885367398275,0.09580351412296295,0,0,7891.451851891793,3115.103377968041,4.200300693511963
48,548993.5221156671,2010-11-22 20:15:46,0.0005225847125984728,3.4070606231689453,47.027821847596,47.02915967959906,187.73410415121245,171.52133716426516,0.09644070267677307,0,0,7901.498397500048,3106.6183550109536,4.200300693511963
49,560318.3364565952,2010-11-22 23:24:33,0.0008838032954372466,3.3436014652252197,47.979062947695006,47.992501699601206,191.54637807934083,175.02956401550117,0.09328334033489227,0,0,7810.865419128977,3154.0302868375734,4.200138568878174
50,571673.9463793415,2010-11-23 02:33:49,0.0007031940040178597,3.334373950958252,48.9428024237266,48.95859863014855,195.39831930194663,178.55238767833822,0.09303076565265656,0,0,7832.578146118625,3162.9529372940024,4.200138568878174
