Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
31,354986.6251747343,2010-10-26 16:00:30,0.0003419754502829164,3.3816444873809814,30.32703232957764,30.332113909950667,121.16962563843984,110.49190282039336,0.09392450004816055,0,0,7981.1390269973235,3173.4494850267006,4.200138568878174
32,366491.5540802288,2010-10-26 19:12:16,0.0007031940040178597,3.38828182220459,31.294966249867887,31.298685651637555,125.04569752964058,113.99515881072952,0.09336783736944199,0,0,7979.872933012872,3164.9806378156613,4.200300693511963
33,377970.6890696297,2010-10-26 22:23:36,0.0003419754502829164,3.334373950958252,32.263233342592,32.27801038767436,128.92368551497742,117.56442551145348,0.09230511635541916,0,0,7912.4244718160735,3206.5934341206266,4.200138568878174
34,389480.92035832506,2010-10-27 01:35:28,0.0005225847125984728,3.3272509574890137,33.24295002150879,33.25998709340666,132.8377045105286,121.14733344936012,0.09157814085483551,0,0,7934.994392122122,3215.188699509682,4.200138568878174
35,400961.91501520766,2010-10-27 04:46:50,0.0007031940040178597,3.361894369125366,34.224863624414404,34.23564305645274,136.75865490970156,124.69889045685466,0.09311480820178986,0,0,7926.294384593511,3194.624434302408,4.200138568878174
36,412472.324847271,2010-10-27 07:58:42,0.0005225847125984728,3.383587121963501,35.19707073753269,35.20322832017183,140.64883830589983,128.2081840268527,0.09392450004816055,0,0,7981.936791532994,3168.4340977419793,4.200138568878174
37,423956.9182617535,2010-10-27 11:10:08,0.0008838032954372466,3.3763022422790527,36.16436894270092,36.17192692303968,144.52225796329046,131.72361075530338,0.09247218072414398,0,0,7952.452193484758,3172.0592724775083,4.200138568878174
38,435453.62864494947,2010-10-27 14:21:46,0.0005225847125984728,3.3698267936706543,37.132745944446285,37.14169717178262,148.3992177167618,135.24544260485146,0.09456335008144379,0,0,7961.343231833792,3175.309254550797,4.200138568878174
39,446965.3347894042,2010-10-27 17:33:39,0.0003419754502829164,3.370636224746704,38.10203860302296,38.11056483848703,152.27956910394624,138.76244785539288,0.09392450004816055,0,0,7979.029816458208,3172.6213030300396,4.200138568878174
40,458491.40319956857,2010-10-27 20:45:46,0.0008838032954372466,3.34230637550354,39.070731365502745,39.08451434274035,156.15768192929735,142.30479045585233,0.0923885703086853,0,0,7976.623854854344,3189.373121299129,4.200300693511963
41,469992.3078844801,2010-10-27 23:57:28,0.0007031940040178597,3.3246607780456543,40.04757588991246,40.06497348713206,160.06144459744206,145.88216364793738,0.09311480820178986,0,0,7930.400452434651,3210.454185462713,4.200138568878174
42,481500.4884673374,2010-10-28 03:09:18,0.0007031940040178597,3.3206136226654053,41.02867716571532,41.04681154623433,163.97931953891194,149.46659943461972,0.09149541705846786,0,0,7933.153735945699,3214.955098418259,4.200138568878174
43,493036.17312157655,2010-10-28 06:21:35,0.0008838032954372466,3.366265296936035,42.00858287049322,42.01757581120292,167.89245965384555,152.99456311605718,0.09247218072414398,0,0,7996.523177611757,3179.075143340231,4.200138568878174
44,504548.33325789013,2010-10-28 09:33:29,0.0010644125286489725,3.371283769607544,42.978790806974295,42.98578579866636,171.7766864561078,156.5095750140298,0.0923885703086853,0,0,7981.295583296591,3170.760633291404,4.200138568878174
45,516048.0783524892,2010-10-28 12:45:10,0.0007031940040178597,3.366589069366455,43.947219109604184,43.95440038826544,175.65408194592885,160.02656661323834,0.09392450004816055,0,0,7967.436678412348,3172.074566633886,4.200138568878174
46,527554.2943736295,2010-10-28 15:56:57,0.0005225847125984728,3.3686935901641846,44.91565945762229,44.9221672883784,179.53106399083117,163.5397048178639,0.09456335008144379,0,0,7976.99840859093,3169.05886690878,4.200138568878174
47,539056.8481324676,2010-10-28 19:08:41,0.0007031940040178597,3.371769428253174,45.88270780338339,45.88840732920627,183.4031579934304,167.04508656832394,0.09392450004816055,0,0,7978.403801525975,3164.0897357128397,4.200138568878174
48,550534.4309867892,2010-10-28 22:20:00,0.0003419754502829164,3.3520193099975586,46.85060900142778,46.860644509968935,187.27960275541608,170.58488670806355,0.09303076565265656,0,0,7934.12767651529,3183.405173589489,4.200138568878174
49,562071.5874816907,2010-10-29 01:32:18,0.0005225847125984728,3.375169038772583,47.82042134703728,47.82544462156678,191.16279847184455,174.08348853431454,0.0923885703086853,0,0,8017.745828213043,3159.355666532664,4.200138568878174
50,573585.8217787651,2010-10-29 04:44:14,0.0008838032954372466,3.3769497871398926,48.78471572015184,48.78913178108062,195.02639015615128,177.57675057585865,0.09392450004816055,0,0,7998.261025118673,3155.792930281228,4.200138568878174
